주소,본문
http://v.media.daum.net/v/20210910111415023," 
         
          
           
           
            스마트시티 대구 이미지. 대구시 제공
           
          
          대구시가 ‘2021년 스마트도시 인증’에서 본 인증을 받았다. 2019년 시범인증에 2년만이다.
          이번 인증에는 전국 30개 지자체가 응모해 인구 50만 이상 대도시 부문에선 대구를 비롯, 서울 대전 부천 안양시가, 중소도시 부문은 서울 강남 구로 성동구 3개 구가 우수 스마트도시로 인증됐다.
          대구시와 국토교통부에 따르면 스마트도시 인증제는 스마트도시 성과를 △혁신성△거버넌스 및 제도적 환경 △서비스 및 기술 측면의 63개 지표를 종합적으로 측정해 국내 스마트도시 수준을 평가하는 제도이다.
          이번에 인증받은 도시들은 지능화시설 정보통신망 도시통합운영센터 등 스마트기술과 인프라를 잘 갖추고 있고, 스마트도시 추진체계 및 제도를 구축하고 있음은 물론 공공과 민간의 데이터활용 등 역량이 우수한 것으로 평가 받았다. 하지만 이번 인증 도시 모두 3등급에 해당돼 1등급으로 향상을 위한 많은 노력이 필요한 것으로 지적됐다.
          대구는 교통 안전 도시시설물 등의 도시데이터 허브, 인공지능 기반 영상분석 및 데이터기반 교통혼잡 예측시스템 등 첨단서비스 기반을 마련하고 해외 스마트시티 어워드에서 다수 수상하는 등 글로벌 스마트시티 파트너십 구축에서 높은 평가를 받았다.
          대구시는 2016년부터 대구 미래비전 2030 전략을 수립하고 스마트시티를 체계적으로 구축해 왔다. 전담조직을 신설하고, 스마트시티지원센터 설립, 스마트시티 마스터플래너를 위촉하는 등 탄탄한 조직을 갖췄다. 이를 통해 국토교통부 시범인증과 광역지자체 최초 스마트시티 국제표준(ISO37106)을 획득했다.
          전국 지자체 최초로 글로벌 시장분석 전문기관인 IDC 스마트시티 아시아태평양 어워드를 3회 수상했다. 세계경제포럼 G20 글로벌 스마트시티 연합(G20 GSCA) 가입, 국제전기통신연합(ITU) 지속가능한 스마트시티를 위한 프로젝트 참여협약, 타이베이 스마트시티 서밋 참가 등 글로벌 네트워크를 구축했다.
          거번넌스 및 제도에 있어서는 스마트도시 조성 및 운영조례를 비롯 스마트시티의 기반이 되는 자가통신망과 데이터기반 행정, 빅데이터 관련 조례를 갖추었으며 스마트도시법과 조례에 근거해 스마트도시사업협의회를 운영하여 스마트도시 사업 추진에 전문성을 더하고 있다. 올해는 대구 스마트시티 비전과 추진전략을 제시한 스마트도시계획의 국토부 승인을 완료했다.
          교통분야에선 딥러닝과 빅데이터 기반 영상분석 및 예측시스템, 스마트주차시스템 등 첨단 서비스를 구축ㆍ운영 중이다. 2023년까지 대구 지역 250개 교차로의 통행량 분석을 통한 스마트교통체계를 구축 중이다. 인공지능 기반 신호제어와 분산유도, 보행자 주의알림 등 대구의 대표 스마트시티 프로젝트로 선보일 예정이다.
          안전분야에선 수성알파시티 테스트베드 활용을 통해 공공 폐쇄회로(CC)TV 기반 인공지능 학습데이터가 구축되고 있다. 도시안전관리와 자율주행에 5G 기반 스마트시티를 선도적으로 적용하고 실증해 왔다.
          도시통합운영센터에선 수성알파시티 내에 테스트베드 플랫폼을 바탕으로 대구시 전역으로 테스트베드를 지속 확대할 계획이다.
          권영진 대구시장은 “국토부 스마트도시 인증을 바탕으로 표준 지표에 따라 스마트도시 정책과 도시 전반을 체계적으로 관리해 나갈 계획이며, 축적되는 도시 데이터를 활용해 서비스를 확대해 지속 가능한 스마트시티를 만들어 가겠다”고 말했다.
          
          
         
        "
http://v.media.daum.net/v/20210623120015395," 
         
          
           
           
            안나경(좌측) 박사와 김진영 교수. 유니스트 제공
           
          
          UNIST와 호주 연방과학기술원 연구진이 인공지능을 유기 태양전지에 접목한 기술을 개발, 인쇄형 광전 소자 개발 연구를 가속화할 새로운 연구 방법론으로 주목받고 있다.
          에너지과학 분야 권위 학술지인 ‘에너지와 환경과학’(Energy & Environmental Science) 저널은 해당 연구를 지난 17일자 표지(Outside Front Cover)로 공개했다.
          UNIST 에너지화학공학과 김진영 교수팀과 연방과학기술원 박두진 박사팀은 고성능 유기 태양전지 생산에 필요한 재료 성분비와 적층 두께 등을 예측하는 모델을 개발했다. 예측모델은 인공지능의 한 분야인 머신러닝 기술을 활용해 만들었다. 인공지능(머신러닝) 학습에 필요한 데이터 셋(set)은 롤투롤(R2R) 공정으로 유기 태양전지를 대량 제조해 쉽게 확보 할 수 있었다.
          유기 태양전지는 유기물, 첨가제 등이 섞인 용액을 기판 위에 코팅해 만든다. 가벼우면서도 유연한 필름형태로 만들 수 있고 값도 싸서 차세대 태양전지로 꼽힌다. 상용 태양전지 대비 낮은 효율이 문제지만 최근 다성분 유기 태양전지가 개발돼 전지 효율도 높아졌다.
          하지만 다성분 유기 태양전지가 개발되면서 최적화 작업은 더 까다롭게 됐다. 유기 태양전지는 재료 혼합비나 적층 두께별로 성능이 달라져 개발된 전지 성능을 최대치로 올리는 조건을 찾는 최적화 작업이 필요한데, 성분이 늘어 경우의 수도 늘어났기 때문이다.
          연구팀은 최적 성능 조건을 쉽게 예측하는 머신러닝 기반 모델을 개발했다. 머신러닝은 학습 데이터가 많을수록 정확도가 높은데, 롤투롤 공정으로 2,000개가 넘는 유기 태양전지 조합을 가진 소자를 제작해 학습에 필요한 데이터를 얻었다. 롤투롤(Roll-to-Roll)은 원통막대(Roll)에서 풀려나가는 기판위에 유기 태양전지 재료를 인쇄한 뒤 이를 다시 다른 원통막대(Roll)에 감아내는 공정방식이다. 기판 위치별로 성분비와 적층 두께 등 조합이 다르게 설계됐다.
          제1저자인 UNIST 안나경 박사는 “롤루롤 공정으로 생산된 다양한 조합의 유기 태양전지 데이터를 머신러닝이 인식할 수 있는 형태로 디지털화하기 위해 ‘인쇄 밀도’(Deposition Density)라는 새로운 값을 고안했다”며 “롤투롤 장비만 갖춰진 장소라면 공개된 머신러닝 라이브러리로 예측모델을 만들 수 있어 실험 접근성도 좋다”고 설명했다.
          또 롤투롤은 상업화된 공정이라 유기 태양전지의 대량 생산에도 바로 적용할 수 있다는 장점이 있다. 이번 실험에서 태양광을 전기로 바꾸는 효율이 10.2%인 전지를 제조했는데, 이는 롤투롤 공정으로 제조된 인쇄형 유기태양전지 최고 효율 기록이다.
          호주연방과학원(CSIRO)의 박두진 박사는 머신러닝 모델 학습과 최적화 조건 예측을 수행했다. 최고 효율이 나오는 조건과 박막 두께별 효율 편차가 적은 조건을 동시에 찾는 작업을 했다.
          박두진 박사는 “상업화를 위해서는 고성능 조건뿐만 아니라 박막의 두께 변화에 관계없이 일관되게 높은 성능을 유지하는 조건을 찾는 것도 중요하다.”며 “두 조건 모두를 예측하고 이를 실험적으로 검증했다는 점에서 유기 태양전지 상용화를 앞당길 수 있는 방법론을 제공한 연구”라고 설명했다.
          김진영 교수는 “단일 연구에 2,000개 재료 조합의 유기 태양전지를 만들고 분석한 전례가 없다”며 “학습 데이터를 더 늘려 정확도가 뛰어난 모델을 개발하면 페로브스카이트를 이용한 발광다이오드, 광 검출기 등의 인쇄형 전자 소자 재료 개발에도 쓰일 수 있을 것”이라고 기대했다.
          한편 연구수행은 한국연구재단, 호주 재생에너지 기구(Australian Renewable Energy Agency)의 지원을 받아 이뤄졌다.
          
          
         
        "
http://v.media.daum.net/v/20210914185557782," 
         
          
           
           
            볼보자동차가 더욱 똑똑한 매력을 품은 SUV, 신형 XC60을 국내 시장에 공식 출시했다.
           
          
          볼보자동차코리아가 신형 XC60를 14일 공개하고 본격적인 판매를 시작한다.
          이번에 공개된 신형 XC60은 볼보 브랜드의 스테디셀링 SUV, XC60의 디자인을 더욱 섬세하게 다듬고 300억원을 투자해 SKT와 공동 개발한 ‘통합형 SKT 인포테인먼트 서비스’를 도입한 차량이다.
          가장 먼저 눈길을 끄는 디자인은 더욱 고급스럽고 세련된 감성이 돋보인다. 3D 형태의 아이언 마크와 고급스러운 이미지를 한층 강조한 전면과 후면의 바디킷을 더했다. 특히 머플러 팁을 숨겨 '친환경 차량'의 이미지를 강조한다.
          
           
           
            볼보자동차코리아, 신형 XC60 공개
           
          
          이와 함께 새롭게 다듬어진 알로이 휠과 시퀀셜 턴 시그널이 포함된 LED 테일램프 등을 더했다. R-디자인 역시 선명한 대비와 새로운 디테일을 통해 시각적인 매력을 한층 높였다.
          실내 공간에는 볼보 고유의 고급스럽고 여유로운 구성을 그대로 이어가면서도 새롭게 적용된 디지털 클러스터와 SKT 인포테인먼트 서비스가 이목을 집중시킨다.
          
           
           
            볼보자동차코리아, 신형 XC60 공개
           
          
          스마트폰과의 단순 연결에서 나아가 차량용 안드로이드 오토모티브 OS 기반으로 개발된 차세대 커넥티비티 서비스다. 볼보자동차에 맞춤형으로 디자인해 주행에 최적화 된 다양한 기능을 유기적으로 ‘음성’을 통해 간편하게 사용할 수 있다.
          특히 SKT와의 협업을 통해 한국 시장에 가장 특화된 데이터와 인공지능(AI)기반의 티맵(TMAP), 누구(NUGU), 플로(FLO) 를 연동한 최적의 한국형 통합 인포테인먼트 서비스를 제공할 수 있게 됐다.
          
           
           
            볼보자동차코리아, 신형 XC60 공개
           
          
          덕분에 차 안에서 음성으로 ‘아리아’를 부르면 차량 온도, 열선/통풍 시트, 이오나이저 등 차량 제어, 목적지 안내, 가까운 맛집 안내, 경유지 설정 등 TMAP 내비게이션 길 안내 그리고 스마트폰 저장된 연락처로 전화, 문자 등 전송 등이 가능하다.
          이외에도 취향 맞춤 음악 추천, 내 플레이리스트 재생 등 엔터테인먼트 기능이 더해졌고 날씨, 뉴스, 각종 정보 탐색은 물론이고 집 안의 조명, 에어컨, 로봇청소기 등을 켜고 끌 수 있는 NUGU 스마트홈 컨트롤 등이 가능하다.
          
           
           
            볼보자동차코리아, 신형 XC60 공개
           
          
          또한 초미세먼지를 정화하는 기존 어드밴스드 공기 청정기에 정전기를 발생시켜 항균 작용을 돕는 이오나이저도 새롭게 추가되어, '프리미엄 SUV'의 가치, 그리고 시장에서의 경쟁력을 강화했다.
          신형 XC60의 트림 구성과 판매 가격은 B5 모멘텀(6,190만원), B5 인스크립션 (6,800만원), B6 R-Design (6,900만원), B6 인스크립션(7,200 만원) 그리고 T8 인스크립션(8,370만원)으로 구성되었다.
          모클 김학수 기자
          
         
        "
http://v.media.daum.net/v/20210915043142670," 
         
          
           
           
            5보
           
          
          
           
           
            9도
           
          
          
           
           
            10도
           
          
          전보의 실수 이후, 변상일 9단이 불리한 상황에서 패 형태가 등장했다. 패 형태는 실수하는 쪽의 리스크가 굉장히 커진다. 그렇기에 형세가 약간 불리해진 변상일 9단 입장에선 최선의 선택을 했다고 볼 수 있는 상황. 반대로 신진서 9단은 마지막 시험대에 올랐다.
          신진서 9단은 흑1로 상변을 연결하며 수상전을 준비한다. 이때 패를 따낸 백2가 최후의 패착이었다. 9도 백1에 둔 후 백3, 5로 사는 형태를 만드는 것이 최선. 흑6, 8이 좋은 맥으로 상변 흑은 살아가지만 백이 선수를 잡아 여전히 미세한 형세가 된다. 이 진행대로 되었다면 인공지능 그래프 기준 흑 1집 우세. 변상일 9단 입장에선 충분히 후일을 도모할 수 있는 변화다. 흑은 9도 흑4로 10도 흑1에 단수치는 것이 최선. 백6에 연결했을 때 수를 메우지 않고 흑7에 뻗는 수가 묘수. 백이 곤란한 형태다. 실전 진행은 신진서 9단이 흑3으로 찌르자 백의 응수가 두절되었다. 변상일 9단은 백6으로 패를 남겨둔 채 손을 돌려보지만, 이미 흑이 마무리하기 그리 어렵지 않은 바둑이 되었다. 백12, 14는 최선의 버팀. 그러나 늘어진 패이기 때문에 신진서 9단은 여유롭다. 변상일 9단은 백34 등 팻감을 사용하며 대국을 이어나가고 있으나, 이미 승부가 결정 났다는 것을 알고 있는 표정. 승리가 유력한 신진서 9단은 끝까지 신중한 모습이다.
          정두호 프로 3단
          
         
        "
http://v.media.daum.net/v/20210912203039472," 
         
          
           
           
            가상모델 로지는 사회관계망서비스(SNS) 팔로워 수가 5만 7,000여 명에 달한다. 쇼핑을 하고 여행을 즐기는 일상의 모습을 꾸준히 SNS에 올리고 사람들과 소통하며 팬층을 형성했다. SNS 화면 캡처
           
          
          사회관계망서비스(SNS) 구독자(팔로워) 수는 5만 7,000여 명에, 한 해 광고 수익만 10억 원에 달할 것으로 추정된다. 최근 한 생명보험사 광고에 출연한 후 광고계의 '블루칩'으로 부상한 22세의 영향력 높은 인플루언서 '오로지' 얘기다. 
          MZ세대(1980년대 초~2000년대 초반 출생)의 아이콘으로 떠오른 로지는 사실 인공지능(AI) 기술로 만들어 낸 가상인물이다. 뒤늦게 로지의 실체가 밝혀진 후 오히려 인기는 급상승, 기업들의 광고 러브콜도 쇄도하고 있다. 로지뿐만이 아니다. 쇼호스트로 나선 루시부터 노래하는 유튜버 루이 등도 상한가를 치고 있다. 
          최근 가상 인플루언서를 활용한 유통가의 '버추얼 마케팅' 바람이 거세다. 향후 증강현실(AR)과 가상현실(VR) 등을 기반으로 한 쇼핑 서비스로 활용될 가능성이 크다는 점에서 버추얼 마케팅의 잠재 성장성은 상당하다.
          
          사이버가수 '아담'은 조용히 사라졌는데… 무엇이 다르기에
          
           
           
            CJ온스타일의 패션 브랜드 '더엣지'의 가상모델 루이가 청재킷을 착용하고 포즈를 취하고 있다. CJ온스타일 제공
           
          
          가상인물들은 기술 향상으로 사람과 구분하기 어려울 정도로 표현이 정교해졌고, 시공간에 대한 제약 없이 상황에 따라 다양한 콘셉트로 활용할 수 있다. 유명인을 활용한 마케팅보다 비용적인 측면에서 효율성도 높고, 실제 인물처럼 스캔들 등 돌발 변수가 발생할 우려도 없어 주목도가 높아지고 있다는 게 업계의 설명이다. 
          1990년대에 등장한 사이버가수 아담이 단발성 이벤트에 그친 것과 달리, 최근 등장한 가상인물들은 소비자와 직접 교감하면서 상업적 가치와 활용 범위도 확장되고 있다. 가상현실 스토리로 불어 넣은 생명력 덕분에 '가짜'란 거부감을 없앤 게 주효했다는 평가다. 가상인물의 일상생활을 소비자와 공유하면서 친구 같은 친근한 이미지를 구축한 것이다.
          롯데홈쇼핑이 자체 개발한 가상인물 루시는 산업디자인을 전공한 29세 모델이자 디자인 연구원이다. 루시는 지난 2월부터 SNS에서 취미와 쇼핑을 즐기는 일상생활 공유 덕분에 2만4,000여 명의 팔로워를 확보했다. 지난 4월, hy(옛 한국야쿠르트)의 사이버 아이돌가수 '하이파이브'의 목소리를 찾는 오디션엔 지원자가 몰리면서 100대 1의 최종 경쟁률을 기록하기도 했다. 
          해외에선 이미 릴 미켈라라는 가상인물이 의류 브랜드 등을 선보이면서 지난해 한화로 약 130억 원의 수익을 거뒀다. 아직까지 국내에선 도입 초기 단계지만 향후 가상인물을 활용한 신사업 확대 가능성은 상당한 것으로 평가된다. 롯데홈쇼핑에서 루시를 영상으로 구현, 향후 쇼호스트로 활용할 방침을 세운 것도 이런 맥락이다. CJ온스타일은 최근 가상 유튜버 루이와 협업해 패션 브랜드 '더엣지'의 가을 신상품을 공개했다.
          버추얼 마케팅과 디지털 기술을 활용한 쇼핑 서비스가 지속성을 가지기 위해선 꾸준한 자극이 필요할 것으로 보인다. 업계 관계자는 ""AI 기술만큼 중요한 건 스토리텔링 역량""이라며 ""지속적으로 가상인물을 활용한 새로운 콘텐츠를 확보해 소비자의 흥미를 이어가야 한다""고 말했다.
          
          
         
        "
http://v.media.daum.net/v/20210914212054495," 
         
          인공지능(AI) 솔루션 전문기업 메이슨인텔리전스가 AI 기반 음성인식(STT) 원천기술을 보유한 베이글소프트와 손을 잡았다.
          메이슨인텔리전스와 베이글소프트는 14일 서울 강남구 메이슨인텔리전스 본사에서 'AI 기반 STT 공동 연구·개발 기술협약'을 체결했다고 밝혔다.
          양사는 협약을 통해 AI 회의록과 민원 콜센터 등에 최적화된 STT 서비스를 개발해 공공 및 민간시장을 공략하기로 했다. 금융권과 기업의 'AI컨텍센터(AICC)'에 초점을 맞춘 AI 무인상담 및 자동 예약·접수 서비스도 출시할 계획이다.
          2018년 출범한 메이슨인텔리전스는 글로벌 파트너사들과 기술제휴를 통해 AI 솔루션 현지화에 성공한 기업이다. 자동음성회의록 서비스(M-MIC, M-STT, M-BIO)를 다양한 고객사에 공급하고 있다.
          STT 원천기술을 보유한 베이글소프트의 솔루션은 금융사와 공공기관 등에서 사용 중이다. 지난해 은행권 최초의 'Voice 본인확인 서비스'에도 베이글소프트의 기술이 들어갔다.
           김산회 메이슨인텔리전스 대표는 ""이번 기술협약을 시작으로 내년 초 클라우드 기반 AI 기술을 활용한 무인상담 플랫폼 및 디지털 회의록 서비스를 선보이겠다""고 밝혔다. 정우철 베이글소프트 대표는 ""메이슨인텔리전스의 AI 클라우드 기술과 우리의 음성인식 기술을 융합해 보다 많은 고객을 확보하며 시장을 주도해 나가겠다""고 말했다.
          
          
         
        "
http://v.media.daum.net/v/20210614114823931," 
         
          부
          
           
           
            부산시청 전경.
           
          
          부산시는 문화체육관광부의 ‘2021 문화기술연구개발 지원사업 공모’에 선정돼 3년간 국비 33억 원을 지원받아 △부산정보산업진흥원 △한국전자통신연구원 △라우드커뮤니케이션즈 △연세대와 함께 ‘e스포츠 서비스를 위한 인공지능 기반 실시간 게임 분석기술’을 개발한다고 14일 밝혔다.
          시 관계자는 ""이 분석기술은 실시간 게임 상황 인식을 통해 게임 내 주요 플레이 이벤트를 분석해 하이라이트를 자동 생성하고, 게이머 프로필을 기록해 플레이전략과 훈련시나리오를 제공하는 지능형 이스포츠 서비스""라면서 ""브레나를 테스트베드로 삼아 올해부터 본격 기술 개발에 들어가며, 상용화 목표는 2023년까지""라고 설명했다.
          이 기술의 상용화로 기존 통계기반의 단순한 데이터 취합에 그치지 않고 인공지능 기술을 활용한 게임 내 다양한 지표를 예측하는 차별화된 콘텐츠를 제공하게 되며, 이는 이스포츠를 즐기는 대중에게 새로운 경험으로 다가갈 수 있을 것으로 기대된다. 또한 프로 및 아마추어 구단에는 캐릭터의 동선 데이터, 선수의 행동 데이터 등을 분석해 프로필을 기록하고, 그에 대응하는 최적화 전략과 훈련시나리오를 제공함으로써 실전 연습과 역량 강화, 전술 분석 등에 힘을 보탤 전망이다.
          각 분야에서 뛰어난 전문성을 보유한 △한국전자통신연구원(주관연구책임자 이상광) △라우드커뮤니케이션즈(연구책임자 박창현) △연세대(연구책임자 이병주)가 공동으로 연구개발을 추진함에 따라, 기술 획득을 통해 글로벌 이스포츠 산업 발전에도 이바지할 전망이다. 또한 향후 브레나에서 개최될 다양한 이스포츠대회 및 행사에 인공지능 기반 실시간 게임 분석기술을 접목, 부산은 물론 국내외 이스포츠 시장에 새로운 발전 방향을 제시할 계획이다.
          박형준 부산시장은 “브레나를 거점으로 인공지능 기반 실시간 게임 분석기술을 통해 이스포츠 선수와 팬들이 디지털 기술 콘텐츠들을 원활하게 활용할 수 있도록 할 것”이라며 “앞으로도 이스포츠 저변 확대와 ‘글로벌 이스포츠 메카도시 부산’의 도약을 위해 더욱 노력하겠다”고 전했다.
          한편 부산시와 부산정보산업진흥원은 2020년에도 문화체육관광부 공모사업으로 ‘실감형 e스포츠 중계를 위한 AR 스트리밍 5G 서비스 기술개발사업’에 3년간 국비 25억 원을 지원받아 전자부품연구원, 라우드커뮤니케이션즈와 함께 기술 개발에 매진하고 있다. 아울러 ‘부산이스포츠리그 T.E.N’ 21시즌, ‘이스포츠 클럽대항전’, ‘전국 직장인 이스포츠대회’ 등 다양한 행사와 함께 지역 아마추어 이스포츠선수단 ‘GC부산’ 지원, 이스포츠 전문인력 양성프로그램 등도 함께 추진하고 있다.
          
          
         
        "
http://v.media.daum.net/v/20210908131325666," 
         
          
           
           
            한국폴리텍대
           
          
          직업훈련교육기관인 한국폴리텍대가 10일부터 2022학년도 2년제학위과정 신입생을 모집한다.
          폴리텍대는 8일 전국 28개 캠퍼스 158개 학과에서 총 6,870명을 선발할 예정이라며 자세한 원서접수 일정을 안내했다. 10일부터 내달 4일까지는 수시1차 전형을 진행하고 이어서 11월 8일부터 22일까지 수시2차, 12월 30일부터 내년 1월 12일까지 정시 모집 기간이다. 이 중 수시1차 전형에서 대학별 정원의 최대 85%까지 선발할 계획이다.
          폴리텍대는 특히 산업계 전반에서 수요가 늘어나고 있는 인공지능기술(AI) 관련 교육 과정을 특화했다고 밝혔다. 먼저 모든 재학생은 전공과 무관하게 수준별 AI 교육을 이수하게 된다. 정보통신기술(ICT) 전공자는 파이썬 프로그래밍 언어를 이용한 머신러닝 알고리즘 실습 등 심화교육도 제공된다. 또 서울과 대전, 광주에 AI 관련 과(인공지능소프트웨어(SW)과, AI융합과 등)도 신설해 유관 분야 인재를 양성한다는 계획이다.
          공무원 수험 생활을 하거나 인문계 전공을 한 청년들이 신기술을 익혀 유관 기업에 취업한 사례도 공개됐다. 폴리텍대에 따르면 공무원 수험생이었던 정순원(30)씨는 수험 생활 중 폴리텍대를 통해 사출금형 산업기사 등 자격증 3개를 취득한 뒤 기술직 공무원 시험에 합격했다. 4년제 대학에서 역사학과를 졸업한 뒤 폴리텍대 반도체융합캠퍼스에 진학해 정밀측정산업기사를 취득하고 한전KPS 장비교정 분야에서 근무 중인 이달빛(28)씨 사례도 있다.
          올해부터는 코로나19 장기화 상황을 반영해 해외에서 학업을 이어나가기 힘든 해외 고교 출신 지원자에 대한 방안도 마련됐다. 외국에서 12년 이상의 학교 교육과정을 마치거나 국내 기준 고등교육 과정에 상응하는 교육 과정 전부를 마쳤다면 검정고시나 수능 성적 없이도 지원할 수 있도록 했다. 폴리텍대는 ""한 학기당 등록금이 130만 원 내외로 경제적인데다가 학비 지원 제도도 다양하다""며 ""지난해 기준 재학생 80.4%가 장학금 혜택을 받았다""고 밝혔다.
          폴리텍대의 자세한 입시 정보는 폴리텍 입시누리집(ipsi.kopo.ac.kr) 및 온라인 입시박람회(www.kopoexpo.com)에서 알 수 있다.
          
          
         
        "
http://v.media.daum.net/v/20210909210019756," 
         
          
           
           
            문재인 대통령이 9일 경남 거제시 삼성중공업에서 열린 K-조선 비전 및 상생 협력 선포식에서 발언하고 있다. 거제=왕태석 선임기자
           
          
          고부가·친환경 선박에 경쟁 우위를 가진 국내 조선산업을 장기적으로 더 키우기 위해 정부가 이에 필요한 인재 육성에 대대적으로 나선다. 최근 세계 선박시장 회복으로 조선사업에 불어오는 ‘훈풍’을 제대로 살리는 돛을 달겠단 얘기다.
          정부는 삼성중공업 거제조선소에서 내년까지 약 8,000명의 조선 인력을 양성하고, 스마트 야드 등 디지털 기반 생산역량도 강화해 2030년까지 생산성을 30% 이상 끌어올리겠다는 목표를 담은 ‘K-조선 재도약 전략’을 수립했다고 9일 밝혔다. 
          ‘세계 1등 조선강국’ 도약을 목표로 내건 이번 전략에는 친환경 자율운항 선박의 시장점유율을 확대해 세계 1위를 수성하고, 중소조선사와 조선 기자재산업의 친환경·디지털 전환을 촉진해 건강한 조선산업 생태계를 갖추겠단 계획이 담겼다.
          산업부 등 관계부처에 따르면, 최근 세계 선박 시장은 VLCC(20만DWT 이상), 대형 컨테이너선(1만2,000TEU 이상), 대형 LNG운반선(174㎦ 이상)을 포함한 고부가가치 선박과 LNG·LPG 추진선 등 저탄소 선박 및 수소·암모니아 추진선 등 무탄소 선박을 포함한 친환경 선박이 대세로 자리잡고 있다. 
          또 지난해 2,264만CGT(표준선환산톤수)까지 줄었던 세계 선박 발주량은 올해 들어 급반등했다. 올해 1~7월에만 지난해 수준을 훌쩍 넘어선 3,021만CGT의 수주가 이뤄졌는데, 이 가운데 고부가 선박이 48%, 친환경 선박은 34%를 차지하고 있다. 이는 재작년 각각 26%(고부가 선박), 30%(친환경 선박) 비중에 비해 크게 높아진 수치다. 
          친환경 선박을 키우고 ‘스마트 선박’으로 꼽히는 자율운항 선박 개발에도 박차를 가한다. 정부는 일단 LNG 추진 선박의 핵심 기자재를 국산화하고, 2030년까지는 국가 관공선의 85%인 388척을 친환경 선박으로 전환해 수요 기반을 넓일 계획이다. 
          이를 통해 중소 조선소들이 LNG선박 설계 및 엔지니어링 전문인력을 양성하면서 약 2조4,000억 원의 안정적인 매출을 기록할 수 있도록 돕겠다는 게 정부 구상이다. 인공지능과 빅데이터 등 4차 산업혁명 요소 기술을 적용한 자율운항선박도 2025년까지 개발한다는 목표를 가지고, 이 때까지 1,603억원을 투입해 기술개발 사업을 진행할 예정이다.
          산업부 관계자는 “고부가·친환경 선박은 우리 조선산업이 경쟁 우위를 가진 분야로, 수주 실적이 개선되고 있는 지금이 조선산업의 재도약을 준비할 절호의 기회”라고 설명하면서, 조선업 수주 실적을 뒷받침 하기 위한 인력수급을 지원할 계획도 밝혔다. 
          고용노동부가 훈련비와 인건비, 지방자치단체가 4대 보험료를 지원하는 ‘경남형 고용유지모델’을 울산과 목포, 부산 등으로 확대하면서, 내년 말까지 최대 8,000명의 조선 인력을 늘리겠단 구상이다. 구체적으로는 생산기술 인력양성 교육사업 규모를 내년 2,660명까지 늘리고, 퇴직자 재고용 기업에 최대 8개월간 30만~50만원의 채용장려금을 지급한다는 게 정부 방침이다.
          문승욱 산업부 장관은 “우리 조선업계가 친환경·스마트화 패러다임을 주도하고 세계 시장의 비전을 제시하는 리더가 되기 위해선 당장 시급한 인력확보와 함께, 향후 시장확대가 전망되는 친환경·자율운항 선박분야의 전문인력양성, 핵심기술개발과 국내기술·기준의 국제 표준화가 필요하다”고 강조했다.
          
          
         
        "
http://v.media.daum.net/v/20210913135157925," 
         
          
           
          
          KT는 2021년 하반기 채용전환형 인턴 채용 선발에 나선다고 14일 밝혔다. 
          채용분야는 정보기술(IT)설계와 소프트웨어(SW)개발, 정보통신기술(ICT) 인프라 등을 포함한 3개 직무다. 서류 접수 마감일은 이달 27일이다. 서류전형과 인적성 검사, 면접 전형으로 채용전환형 인턴 사원을 선발한다. 직무 역량과 KT의 핵심가치 부합도 등을 중점적으로 평가한다고 KT는 설명했다. 모든 전형은 블라인드로 운영된다. 또 신종 코로나바이러스 감염증(코로나19) 상황을 고려해 면접도 화상면접으로 치른다. 
          채용전환형 인턴십은 9주 과정이다. 이 기간 동안 인공지능(AI) 등 4차산업 관련 실무교육과 현장 인턴십 등이 진행된다. 이후 임원 면접을 거쳐 신입사원으로 선발된다. 
          한편 KT는 청년 구직자를 대상으로 AI 무상교육인 가칭 '디지코 KT AI 혁신스쿨' 프로젝트를 추진한다고 이날 밝혔다. 전국 6대 광역본부를 거점으로 광역본부별로 연간 200명을 선발해 2022년부터 2024년까지 총 3,600명의 지역 인재를 양성할 예정이다.
          
          
         
        "
